NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,COUNTY,NEAR_CITY,DIST_CITY,RIVER,YEAR_COMPL,OWNER,OWN_TYPE,INSP_DATE
OH00397,OH,"ROAMING ROCK SHORES LAKE DAM",NULL,HIGH,NULL,OHIO,ASHTABULA,"ROCK CREEK",0.4,"ROCK CREEK",1967,"ROME ROCK ASSOCIATION, INC.",PRIVATE,"1985-12-11 00:00:00"
OH00398,OH,"O'BRIEN LAKE DAM",NULL,LOW,NULL,OHIO,ASHTABULA,MECHANICSVILLE,15,"TR-THREE BROTHERS CREEK",1968,"PATRICK & SANDRA O'BRIEN",PRIVATE,"1982-10-05 00:00:00"
OH00399,OH,"REUSCHLING POND DAM",NULL,LOW,NULL,OHIO,ASHTABULA,MECHANICSVILLE,17,"TR-THREE BROTHERS CREEK",1969,"R.C. PROPERTIES, INC.",PRIVATE,"1991-08-28 00:00:00"
OH00400,OH,"PRIVATE LAKE DAM",NULL,LOW,NULL,OHIO,ASHTABULA,EAGLEVILLE,4.2,"TR-MILL CREEK",1964,"MARTHA L. DEMSHAR",PRIVATE,"1991-08-28 00:00:00"
OH00401,OH,"LAKE KLEIN DAM",NULL,LOW,NULL,OHIO,ASHTABULA,MECHANICSVILLE,8.7,"TR-GRAND RIVER",1965,"GREATER CLEVELAND COUNCIL, BSA",PRIVATE,"1991-07-15 00:00:00"
OH00402,OH,"LAKE GEORGE DAM",NULL,SIGNIFICANT,NULL,OHIO,ASHTABULA,MECHANICSVILLE,1.5,"TR-GRAND RIVER",1964,"GEORGE E. ARMINGTON, SR.",PRIVATE,"1990-07-26 00:00:00"
OH00403,OH,"DEBEVC LAKE DAM",NULL,LOW,NULL,OHIO,ASHTABULA,PAINESVILLE,15,"TR-GRAND RIVER",NULL,"TONY & BETH ANN DEBEVC",PRIVATE,"1991-07-15 00:00:00"
OH00404,OH,"BRAIL LAKE DAM",NULL,LOW,NULL,OHIO,ASHTABULA,EAGLEVILLE,0.4,"TR-GRAND RIVER",1961,"DONALD E. BRAIL",PRIVATE,"1991-07-15 00:00:00"
OH00405,OH,"LAKE ASEGRA DAM",NULL,SIGNIFICANT,NULL,OHIO,ASHTABULA,MECHANICSVILLE,0.6,"TR-GRAND RIVER",1944,"GEORGE E. ARMINGTON, SR.",PRIVATE,"1990-07-26 00:00:00"
OH00406,OH,"PIERCE-RUHLAND POND DAM",NULL,SIGNIFICANT,NULL,OHIO,ASHTABULA,KINGSVILLE,3.4,"TR-CONNEAUT CREEK",1969,"G. FREDERICK & REBECCA PIERCE-RUHLAND",PRIVATE,"1991-08-28 00:00:00"
OH00407,OH,"ASHTABULA COUNTY OUTDOOR CLUB LAKE DAM",NULL,HIGH,NULL,OHIO,ASHTABULA,ASHTABULA,1.5,"TR-ASHTABULA RIVER",1928,"ASHTABULA COUNTY OUTDOOR CLUB",PRIVATE,"1987-10-09 00:00:00"
OH00408,OH,"MIKE LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MAHONING,POLAND,NULL,"BURGESS RUN",1958,"M. CHARLOTTE MIKE, ET AL.",PRIVATE,"1991-06-19 00:00:00"
OH00409,OH,"ARROWHEAD LAKE DAM NO. 1",NULL,HIGH,NULL,OHIO,MAHONING,"EAST LEWISTOWN",NULL,"TR-MILL CREEK",1952,"RANDY D. WALTER",PRIVATE,"1990-06-20 00:00:00"
OH00414,OH,"KING'S LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MAHONING,"VILLA MARIA, PA.",NULL,"COFFEE RUN",1957,"MARK KING",PRIVATE,"1991-06-18 00:00:00"
OH00415,OH,"NEWPORT LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MAHONING,YOUNGSTOWN,NULL,"MILL CREEK",1952,"MILL CREEK METROPOLITAN PARK DIST.","LOCAL GOV'T","1989-10-05 00:00:00"
OH00416,OH,"LAKE GLACIER DAM",NULL,LOW,NULL,OHIO,MAHONING,YOUNGSTOWN,NULL,"MILL CREEK",1900,"MILL CREEK METROPOLITAN PARK DIST.","LOCAL GOV'T","1993-05-25 00:00:00"
OH00417,OH,"LAKE COHASSET DAM",NULL,LOW,NULL,OHIO,MAHONING,YOUNGSTOWN,NULL,"MILL CREEK",NULL,"MILL CREEK METROPOLITAN PARK DIST.","LOCAL GOV'T","1993-05-25 00:00:00"
OH00418,OH,"LOWER DIEHL LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MAHONING,"WESTHILL HEIGHTS",NULL,"WEST BRANCH",1930,"DIEHL LAKE COMPANY",PRIVATE,"1992-03-29 00:00:00"
OH00419,OH,"LAKE MILTON DAM",NULL,HIGH,NULL,OHIO,MAHONING,"NEWTON FALLS",5.3,"MAHONING RIVER",1916,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1984-11-14 00:00:00"
OH00420,OH,"DELTA RESERVOIR NO. 1",NULL,HIGH,NULL,OHIO,FULTON,DELTA,1.1,"TR-BAD CREEK-OS",1933,"VILLAGE OF DELTA","LOCAL GOV'T","1991-04-30 00:00:00"
OH00421,OH,"HARRISON LAKE DAM",NULL,HIGH,NULL,OHIO,FULTON,ZONE,2.7,"MILL CREEK",1941,"ODNR, DIV. OF PARKS & REC",STATE,"1992-07-29 00:00:00"
OH00422,OH,"HUTCHINGS STATION DAM",NULL,LOW,NULL,OHIO,MONTGOMERY,CHAUTAQUA,NULL,"GREAT MIAMI RIVER",1948,"DAYTON POWER & LIGHT COMPANY","PUBLIC UTILITY",NULL
OH00423,OH,"LAKE MARINOLE DAM",NULL,HIGH,NULL,OHIO,MONTGOMERY,KETTERING,NULL,"TR-HOLES CREEK",1966,"LAKE MARINOLE ASSOCIATION, INC.",PRIVATE,"1988-05-13 00:00:00"
OH00424,OH,"TAIT STATION DAM",NULL,LOW,NULL,OHIO,MONTGOMERY,"WEST CARROLLTON",NULL,"GREAT MIAMI RIVER",NULL,"MIAMI CONSERVANCY DISTRICT","LOCAL GOV'T",NULL
OH00425,OH,"GERMANTOWN DAM",NULL,HIGH,NULL,OHIO,MONTGOMERY,GERMANTOWN,1.8,"TWIN CREEK",1922,"THE MIAMI CONSERVANCY DISTRICT","LOCAL GOV'T",NULL
OH00426,OH,"HUFFMAN DAM",NULL,HIGH,NULL,OHIO,GREENE,DAYTON,1.1,"MAD RIVER",1922,"THE MIAMI CONSERVANCY DISTRICT","LOCAL GOV'T",NULL
OH00427,OH,"TAYLORSVILLE DAM",NULL,HIGH,NULL,OHIO,MONTGOMERY,TAYLORSVILLE,NULL,"GREAT MIAMI RIVER",1922,"THE MIAMI CONSERVANCY DISTRICT","LOCAL GOV'T",NULL
OH00428,OH,"SPRING LAKE DAM",NULL,HIGH,NULL,OHIO,MONTGOMERY,"HUBER HEIGHTS",NULL,"TR-GREAT MIAMI RIVER",1952,"JANET R. CORRIERI",PRIVATE,"1988-05-13 00:00:00"
OH00430,OH,"ISLAND PARK DAM",NULL,LOW,NULL,OHIO,MONTGOMERY,DAYTON,NULL,"GREAT MIAMI RIVER",NULL,"THE MIAMI CONSERVANCY DISTRICT","LOCAL GOV'T",NULL
OH00431,OH,"ENGLEWOOD DAM",NULL,HIGH,NULL,OHIO,MONTGOMERY,"LITTLE YORK",NULL,"STILLWATER RIVER",1922,"THE MIAMI CONSERVANCY DISTRICT","LOCAL GOV'T",NULL
OH00432,OH,"ENGLEWOOD RECREATION DAM",NULL,LOW,NULL,OHIO,MONTGOMERY,"LITTLE YORK",NULL,"STILLWATER RIVER",NULL,"THE MIAMI CONSERVANCY DISTRICT","LOCAL GOV'T","1975-07-17 00:00:00"
OH00433,OH,"SALT FORK LAKE DAM",NULL,HIGH,NULL,OHIO,GUERNSEY,CAMBRIDGE,6.1,"SALT FORK CREEK",1968,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1985-10-26 00:00:00"
OH00434,OH,"RUSH RUN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,PREBLE,SOMERVILLE,NULL,"RUSH RUN",NULL,"ODNR, DIVISION OF WILDLIFE",STATE,"1985-11-20 00:00:00"
OH00435,OH,"KISER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CHAMPAIGN,PASCO,9.5,"MOSQUITO CREEK",1939,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1991-08-02 00:00:00"
OH00436,OH,"SHREVE LAKE DAM",NULL,HIGH,NULL,OHIO,WAYNE,SHREVE,0.8,"TR-SHREVE CREEK",1962,"ODNR, DIVISION OF WILDLIFE",STATE,"1991-07-23 00:00:00"
OH00437,OH,"WOLF RUN LAKE DAM",NULL,HIGH,NULL,OHIO,NOBLE,"BELLE VALLEY",NULL,"WOLF RUN",1966,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1994-12-22 00:00:00"
OH00438,OH,"FINDLEY LAKE DAM",NULL,HIGH,NULL,OHIO,LORAIN,WELLINGTON,1.5,"WELLINGTON CREEK",1956,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1992-06-30 00:00:00"
OH00439,OH,"MADISON LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MADISON,"MOUNT STERLING",NULL,"DEER CREEK",1946,"ODNR, DIV. OF PARKS & REC",STATE,"1987-11-17 00:00:00"
OH00440,OH,"FORKED RUN LAKE DAM",NULL,HIGH,NULL,OHIO,MEIGS,"LONG BOTTOM",NULL,"FORKED RUN",1952,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1989-12-19 00:00:00"
OH00441,OH,"MONROE LAKE DAM",NULL,HIGH,YES,OHIO,MONROE,CAMERON,NULL,"BAKER FORK",1956,"ODNR, DIVISION OF WILDLIFE",STATE,"1990-04-24 00:00:00"
OH00442,OH,"LAKE LORAMIE DAM",NULL,HIGH,NULL,OHIO,SHELBY,"FORT LORAMIE",NULL,"LORAMIE CREEK",1844,"ODNR, DIV. OF PARKS & REC",STATE,"1983-12-19 00:00:00"
OH00443,OH,"ROSS LAKE DAM",NULL,HIGH,NULL,OHIO,ROSS,SCHRADER,NULL,"LICK RUN",1967,"ODNR, DIVISION OF WILDLIFE",STATE,"1993-01-20 00:00:00"
OH00444,OH,"CLARK LAKE DAM",NULL,HIGH,NULL,OHIO,CLARK,SPRINGFIELD,6.8,"SINKING CREEK",1957,"ODNR, DIVISION OF WILDLIFE",STATE,"1992-10-15 00:00:00"
OH00445,OH,"VETO LAKE DAM",NULL,HIGH,NULL,OHIO,WASHINGTON,"TWIN BRIDGES",NULL,"LITTLE HOCKING RIVER",1954,"ODNR, DIVISION OF WILDLIFE",STATE,"1987-03-18 00:00:00"
OH00446,OH,"LAKE WHITE DAM",NULL,HIGH,NULL,OHIO,PIKE,"LAKEVIEW HEIGHTS",NULL,"PEE PEE CREEK",1935,"ODNR, DIV. OF PARKS & REC",STATE,"1987-06-17 00:00:00"
OH00447,OH,"HOUSTON UPGROUND RESERVOIR",NULL,SIGNIFICANT,NULL,OHIO,CLINTON,WESTBORO,0.6,"WEST FORK EAST FORK-OS",1935,"VILLAGE OF BLANCHESTER","LOCAL GOV'T","1989-07-25 00:00:00"
OH00448,OH,"BAPTIST FOUNDATION LAKE DAM",NULL,LOW,NULL,OHIO,CLINTON,CLARKSVILLE,0.6,"TR-DUTCH CREEK",1972,"BAPTIST FOUNDATION, INC.",PRIVATE,"1992-07-01 00:00:00"
OH00449,OH,"CANDLEWOOD LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,WOOD,WATERVILLE,4.2,"SUGAR CREEK & SISTER CREEK",1962,"THE WILLIAMSBURG ASSOCIATION",PRIVATE,"1992-07-29 00:00:00"
OH00450,OH,"VAN BUREN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HANCOCK,GALATEA,0.2,"ROCKY FORD CREEK",1939,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1988-03-01 00:00:00"
OH00451,OH,"YOGI BEAR'S JELLYSTONE PARK LAKE DAM",NULL,LOW,NULL,OHIO,RICHLAND,BELLVILLE,6.8,"TR-STEEL RUN",1969,"BINGS & ASSOCIATES, INC.",PRIVATE,"1994-12-14 00:00:00"
OH00452,OH,"PLEASANT VALLEY RANCH LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,RICHLAND,GREER,NULL,"TR-SWITZER CREEK",1965,"WOODS & WATER CHRISTIAN RETREAT, INC.",PRIVATE,"1989-01-24 00:00:00"
OH00453,OH,"GOETTL LAKE DAM",NULL,LOW,NULL,OHIO,RICHLAND,LUCAS,4,"TR-ROCKY FORK",1959,"ADAM D. GOETTL",PRIVATE,"1991-04-18 00:00:00"
OH00454,OH,"SHELBY UPGROUND RESERVOIR NO. 1",NULL,HIGH,NULL,OHIO,RICHLAND,SHELBY,0.1,"BLACK FORK MOHICAN RIVER-OS",1943,"CITY OF SHELBY","LOCAL GOV'T","1991-09-17 00:00:00"
OH00455,OH,"SHELBY UPGROUND RESERVOIR NO. 2",NULL,HIGH,NULL,OHIO,RICHLAND,SHELBY,0.2,"BLACK FORK MOHICAN RIVER-OS",1955,"CITY OF SHELBY","LOCAL GOV'T","1991-09-17 00:00:00"
OH00456,OH,"COOKE POND NO. 1 DAM",NULL,LOW,NULL,OHIO,RICHLAND,"NEW HAVEN",5,"TR-MARSH RUN",1964,"MARY K. COOKE, ET AL.",PRIVATE,"1993-12-01 00:00:00"
OH00457,OH,"COOKE POND NO. 2 DAM",NULL,LOW,NULL,OHIO,RICHLAND,"NEW HAVEN",4.9,"TR-MARSH RUN",1968,"MARY K. COOKE, ET AL.",PRIVATE,"1993-12-01 00:00:00"
OH00458,OH,"STONY LAKE DAM",NULL,HIGH,NULL,OHIO,CARROLL,SHERODSVILLE,8.7,"MCGUIRE CREEK",1928,"REBECCA DRAKE",PRIVATE,"1992-03-03 00:00:00"
OH00459,OH,"VO-ASH LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CARROLL,SHERODSVILLE,10.2,"TR-MCGUIRE CREEK",1956,"VO-ASH LAKE PROPERTY OWNERS ASSN.,INC.",PRIVATE,"1992-03-03 00:00:00"
OH00460,OH,"STANLEY LOWER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CARROLL,LEESVILLE,1.1,"TR-CONOTTON CREEK",1933,"LAWRENCE STANLEY ET AL.",PRIVATE,"1989-11-09 00:00:00"
OH00461,OH,"STANLEY UPPER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CARROLL,LEESVILLE,1.5,"TR-CONOTTON CREEK",1933,"LAWRENCE STANLEY ET AL.",PRIVATE,"1991-11-04 00:00:00"
OH00462,OH,"PUSKARICH LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CARROLL,BERGHOLZ,10.2,"TR-CENTER FORK",1971,"PUSKARICH MANAGEMENT INC.",PRIVATE,"1988-09-20 00:00:00"
OH00464,OH,"DUNN LAKE DAM",NULL,LOW,NULL,OHIO,CARROLL,NORRISTOWN,0.2,"TR-STILL FORK",1963,"DANIEL R. & ELIZABETH F. DUNN",PRIVATE,"1991-11-04 00:00:00"
OH00466,OH,"TENNESSEE GAS LAKE DAM",NULL,LOW,NULL,OHIO,CARROLL,WATHEYS,2.1,"TR-PIPES FORK",1950,"TENNESSEE GAS COMPANY","PUBLIC UTILITY",NULL
OH00467,OH,"LAKE MOHAWK DAM",NULL,HIGH,NULL,OHIO,CARROLL,ONEIDA,2.7,"MIDDLE RUN",1963,"LAKE MOHAWK PROPERTY OWNERS ASSN.,INC.",PRIVATE,"1986-05-07 00:00:00"
OH00468,OH,"MOHAWK LAKE DAM",NULL,LOW,NULL,OHIO,SENECA,TIFFIN,2.5,"VAN METER CREEK",1913,"MOHAWK COUNTRY CLUB",PRIVATE,"1994-05-17 00:00:00"
OH00469,OH,"BEAVER CREEK UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,SENECA,LOWELL,NULL,"BEAVER CREEK-OS",1971,"CITY OF CLYDE","LOCAL GOV'T","1984-03-07 00:00:00"
OH00470,OH,"LAKE OTTO DAM",NULL,SIGNIFICANT,NULL,OHIO,LICKING,"ROCKY FORK",3.8,"PAINTER RUN",1959,"CALVIN STOCKLI",PRIVATE,"1989-01-25 00:00:00"
OH00471,OH,"HOAR POND DAM",NULL,LOW,NULL,OHIO,LICKING,"ST. LOUISVILLE",5.3,"TR-LAKE FORK LICKING RIVER",1953,"RICHARD HOAR",PRIVATE,"1992-08-04 00:00:00"
OH00472,OH,"DAWES ARBORETUM LAKE DAM",NULL,LOW,NULL,OHIO,LICKING,HEATH,4.2,"TR-DUTCH FORK",1954,"THE DAWES ARBORETUM",PRIVATE,"1994-12-05 00:00:00"
OH00473,OH,"DOGWOOD LAKE DAM",NULL,LOW,NULL,OHIO,LICKING,GLENFORD,5.3,"TR-BOWLING GREEN CREEK",1968,"DOGWOOD LAKES HOMEOWNERS ASSOCIATION",PRIVATE,"1993-06-09 00:00:00"
OH00474,OH,"BUCKEYE LAKE DAM",NULL,HIGH,NULL,OHIO,LICKING,"BUCKEYE LAKE",0.1,"TR-SOUTH FORK LICKING RIVER",1832,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1986-06-06 00:00:00"
OH00476,OH,"PAULDING UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,PAULDING,LATTY,NULL,OFFSTREAM,1966,"VILLAGE OF PAULDING","LOCAL GOV'T","1993-02-02 00:00:00"
OH00477,OH,"PANCAKE LAKE DAM",NULL,LOW,NULL,OHIO,SUMMIT,CLINTON,NULL,"PANCAKE CREEK",1965,"ROBIL CORPORATION",PRIVATE,"1983-05-17 00:00:00"
OH00478,OH,"LAKE NOAH DAM",NULL,SIGNIFICANT,NULL,OHIO,SUMMIT,COMET,NULL,"NIMISILA CREEK",1938,"YMCA OF AKRON",PRIVATE,"1991-11-19 00:00:00"
OH00479,OH,"COMET LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,SUMMIT,COMET,NULL,"NIMISILA CREEK",1922,"COMET LAKE, INC.",PRIVATE,"1991-08-05 00:00:00"
OH00480,OH,"HILLS POND DAM",NULL,SIGNIFICANT,NULL,OHIO,SUMMIT,AKRON,NULL,"LITTLE CUYAHOGA RIVER",1938,"PORTAGE COUNTY","LOCAL GOV'T","1991-08-05 00:00:00"
OH00481,OH,"GORGE PLANT DAM",NULL,HIGH,NULL,OHIO,SUMMIT,"CUYAHOGA FALLS",1.8,"CUYAHOGA RIVER",1912,"OHIO EDISON COMPANY","PUBLIC UTILITY","1984-08-15 00:00:00"
OH00482,OH,"LOWER CARTER LAKE DAM",NULL,LOW,NULL,OHIO,SUMMIT,"MUNROE FALLS",NULL,"TR-CUYAHOGA RIVER",NULL,"CARTER-JONES LUMBER COMPANY",PRIVATE,"1993-02-09 00:00:00"
OH00483,OH,"WOLF CREEK DAM","BARBERTON RESERVOIR",HIGH,NULL,OHIO,SUMMIT,NORTON,0.2,"WOLF CREEK",1926,"CITY OF BARBERTON","LOCAL GOV'T","1985-03-19 00:00:00"
OH00484,OH,"COLUMBIA LAKE DAM",NULL,LOW,NULL,OHIO,SUMMIT,NORTON,NULL,"HUDSON RUN",1914,"PPG INDUSTRIES, INC.",PRIVATE,"1994-05-18 00:00:00"
OH00485,OH,"TUSCARAWAS RIVER DIVERSION DAM",NULL,HIGH,NULL,OHIO,SUMMIT,"PORTAGE LAKES",1.1,"TUSCARAWAS RIVER",1956,"ODNR, DIVISION OF WATER",STATE,"1987-03-11 00:00:00"
OH00486,OH,"LAKE DOROTHY DAM",NULL,HIGH,NULL,OHIO,SUMMIT,BARBERTON,0.1,"HUDSON RUN",1929,"PPG INDUSTRIES, INC.",PRIVATE,"1988-12-06 00:00:00"
OH00487,OH,"LOYAL OAK LAKE DAM",NULL,HIGH,NULL,OHIO,SUMMIT,BARBERTON,NULL,"VAN HYNING RUN",1952,"LOYAL OAK LAKE PARK, INC.",PRIVATE,"1991-06-20 00:00:00"
OH00488,OH,"MEADOWBROOK LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,SUMMIT,STOW,0.8,"POWERS BROOK",1920,"CITY OF STOW","LOCAL GOV'T","1994-08-10 00:00:00"
OH00489,OH,"LAKE BUTLER DAM",NULL,HIGH,NULL,OHIO,SUMMIT,PENINSULA,0.6,"HASKELL RUN",1961,"GREAT TRAIL COUNCIL, BSA",PRIVATE,"1989-04-28 00:00:00"
OH00490,OH,"VIRGINIA KENDALL","(TRACT # 119-53)",SIGNIFICANT,YES,OHIO,NULL,AKRON,NULL,"SALT RUN",1935,"DOI NPS",FEDERAL,"1989-08-28 00:00:00"
OH00491,OH,"BELL LAKE DAM",NULL,LOW,NULL,OHIO,SUMMIT,PENINSULA,NULL,"DICKERSON RUN",1965,"JAMES D. & MICHAEL E. BELL",PRIVATE,NULL
OH00492,OH,"CAMP HILAKA LAKE DAM",NULL,HIGH,NULL,OHIO,SUMMIT,"ECHO LAKE GLEN",NULL,"TR-EAST BRANCH ROCKY RIVER",1926,"LAKE ERIE GIRL SCOUTS COUNCIL, INC.",PRIVATE,"1991-08-05 00:00:00"
OH00493,OH,"KIRBY LAKE DAM",NULL,LOW,NULL,OHIO,SUMMIT,"ECHO LAKE GLEN",NULL,"TR-EAST BRANCH ROCKY RIVER",1950,"E.C. MCCORMICK, JR., ESTATE",PRIVATE,NULL
OH00494,OH,"VON GUNTEN POND DAM",NULL,LOW,NULL,OHIO,SUMMIT,GHENT,NULL,"TR-NORTH FORK",1965,"CAROL J VON GUNTEN",PRIVATE,NULL
OH00495,OH,"CRYSTAL LAKE DAM",NULL,LOW,NULL,OHIO,SUMMIT,GHENT,NULL,"TR-YELLOW CREEK",1936,"CRYSTAL LAKE RECREATION ASSOCIATION",PRIVATE,NULL
OH00496,OH,"LAKE FOREST DAM",NULL,SIGNIFICANT,NULL,OHIO,SUMMIT,"BOSTON HEIGHTS",1.5,"BRANDYWINE CREEK",1952,"LAKE FOREST COUNTRY CLUB",PRIVATE,"1992-04-15 00:00:00"
OH00497,OH,"JEFFERSON LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,JEFFERSON,HAMMONDSVILLE,11.7,"TOWN FORK",1934,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1983-10-26 00:00:00"
OH00498,OH,"BEAR CREEK LAKE DAM",NULL,HIGH,NULL,OHIO,SCIOTO,ARION,NULL,"LEFT FORK OF BEAR CREEK",1935,"ODNR, DIV. OF FORESTRY",STATE,"1990-02-13 00:00:00"
OH00499,OH,"CLOUSE LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,PERRY,CARTHON,NULL,"CENTER BRANCH RUSH CREEK",1946,"ODNR, DIVISION OF WILDLIFE",STATE,"1990-11-16 00:00:00"
OH00500,OH,"COWAN LAKE DAM",NULL,HIGH,NULL,OHIO,CLINTON,CLARKSVILLE,3.8,"COWAN CREEK",1947,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1986-03-11 00:00:00"
OH00501,OH,"DONTA LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,JACKSON,CADMUS,12.9,"TR-SYMMES CREEK",1965,"WILLIAM DONTA",PRIVATE,"1991-03-20 00:00:00"
OH00502,OH,"WELLSTON AERATION POND NO. 1",NULL,SIGNIFICANT,NULL,OHIO,JACKSON,WELLSTON,0.9,"MEADOW RUN-OS",1968,"CITY OF WELLSTON","LOCAL GOV'T","1995-02-28 00:00:00"
OH00504,OH,"STRIP MINE POND DAM",NULL,LOW,NULL,OHIO,JACKSON,BUCKEYE,5.5,"FLINT RUN",NULL,"MEAD PAPER CORPORATION",PRIVATE,NULL
OH00505,OH,"MORROW LAKE DAM",NULL,LOW,NULL,OHIO,JACKSON,BUCKEYE,4.7,"TR-FLINT RUN",NULL,"THE HUNTINGTON TRUST CO N.A.",PRIVATE,NULL
OH00506,OH,"DI-OR LAKE DAM",NULL,LOW,NO,OHIO,JACKSON,JACKSON,3.4,"TR-LITTLE SALT CREEK",1972,"DEERLAND RESORT",PRIVATE,"1995-02-28 00:00:00"
OH00507,OH,"HAMMERTOWN LAKE DAM",NULL,HIGH,NULL,OHIO,JACKSON,SHARON,0.9,"TR-BUCKEYE CREEK",1954,"CITY OF JACKSON","LOCAL GOV'T","1987-12-22 00:00:00"
OH00508,OH,"JISCO LAKE DAM",NULL,HIGH,NULL,OHIO,JACKSON,JACKSON,2.3,"GIVENS RUN",1952,"CITY OF JACKSON","LOCAL GOV'T","1986-01-09 00:00:00"
OH00510,OH,"LAKE KATHARINE DAM",NULL,SIGNIFICANT,NULL,OHIO,JACKSON,JACKSON,2.5,"ROCK RUN CREEK",1945,"ODNR, DIV. OF NAP",STATE,"1987-03-06 00:00:00"
OH00511,OH,"JACKSON LAKE DAM","BIG ROCK LAKE",SIGNIFICANT,NULL,OHIO,JACKSON,LIMERICK,3.8,"BIG RUN",NULL,"ROYAL OAKS INDUSTRIES; WATERLOO COAL",PRIVATE,"1994-08-11 00:00:00"
OH00514,OH,"PIQUA LOW HEAD DAM",NULL,LOW,NULL,OHIO,MIAMI,PIQUA,0.1,"GREAT MIAMI RIVER",1937,"CITY OF PIQUA","LOCAL GOV'T",NULL
OH00515,OH,"SWIFT RUN LAKE DAM",NULL,HIGH,NULL,OHIO,MIAMI,PIQUA,1.6,"SWIFT RUN",1876,"CITY OF PIQUA","LOCAL GOV'T","1990-01-16 00:00:00"
OH00516,OH,"DECKER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MIAMI,PIQUA,NULL,"PATTERSON RUN",1940,"ODNR, DIVISION OF WILDLIFE",STATE,"1991-03-11 00:00:00"
OH00517,OH,"HART POND DAM",NULL,LOW,NULL,OHIO,MIAMI,VANDALIA,NULL,"TR-GREAT MIAMI RIVER",1952,"LEE R. HEALEY",PRIVATE,"1994-09-07 00:00:00"
OH00519,OH,"WEST MILTON LOW HEAD DAM",NULL,LOW,NULL,OHIO,MIAMI,"WEST MILTON",NULL,"STILLWATER RIVER",1930,"VILLAGE OF WEST MILTON","LOCAL GOV'T","1987-08-28 00:00:00"
OH00520,OH,"FERGUSON UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,ALLEN,LIMA,0.1,"OTTAWA RIVER-OS",1959,"CITY OF LIMA","LOCAL GOV'T","1985-07-01 00:00:00"
OH00521,OH,"METZGER UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,ALLEN,LIMA,0.1,"OTTAWA RIVER-OS",1946,"CITY OF LIMA","LOCAL GOV'T","1985-07-02 00:00:00"
OH00522,OH,"LOST CREEK UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,ALLEN,LIMA,NULL,"OTTAWA RIVER-OS",1917,"CITY OF LIMA","LOCAL GOV'T","1985-07-01 00:00:00"
OH00523,OH,"SCHOONOVER LAKE DAM",NULL,LOW,NULL,OHIO,ALLEN,LIMA,0.1,"TR-OTTAWA RIVER",1890,"CITY OF LIMA","LOCAL GOV'T","1985-07-02 00:00:00"
OH00525,OH,"BRESLER UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,ALLEN,ELIDA,4.6,"MCBRIDE DITCH-OS",1970,"CITY OF LIMA","LOCAL GOV'T","1985-07-01 00:00:00"
OH00526,OH,"WIESER LAKE DAM",NULL,LOW,NULL,OHIO,ALLEN,ALLENTOWN,5.2,"TR-OTTAWA RIVER",1870,"SUSAN WIESER",PRIVATE,"1990-11-27 00:00:00"
OH00527,OH,"REFINERY UPGROUND RESERVOIR",NULL,LOW,NULL,OHIO,ALLEN,ALLENTOWN,7.4,"OTTAWA RIVER-OS",1968,"BP OIL COMPANY",PRIVATE,NULL
OH00528,OH,"LIMA UPGROUND RESERVOIR",NULL,SIGNIFICANT,NULL,OHIO,ALLEN,LIMA,3,"OTTAWA RIVER-OS",1905,"CITY OF LIMA","LOCAL GOV'T","1985-07-02 00:00:00"
